label,text
1,"No air in the bag ,packaging damaged 
Seems like the chips are all crushed.. "
4,Ok baterry performance not sustain..only 8 hrs...other then all ok...
1,order send wrongly informed seller but seller dont care..useless!
2,"Items received without any proper packing, not bubble wrapped, not in a box, no extra protection. 1 item broke upon receiving,remaining 3 didn't break. Seller should wrap properly to ensure fragile items wouldn't break. 
Seller refunded for broken piece. "
3,"Size is smaller than other brands, otherwise it's okay to use"
4,Received in good conditioned
4,"Ordered on 9/4 and received on 20/4.
Material is not as good as those bought from other shopee sellers. Colour of pants are different.
Seller please consider changing the photos or indicate in the product description for buyers to note."
5,the yellow one was oos so i had to choose the white one and give it a try. cutting was actually slightly small. those with heavy bottoms might want to reconsider. 
4,Looks good! Yet to try it. Well packed so the packets was still intact when delivered.
2,"the romper is too small and not true to photographed. the proportion is kinda weird too! Perhaps of my height, I’m around 168cm "
5,Received items promptly n in good condition!! Nice n comfortable!! Thanks 
3,"QC not good, item received with bad connector construction"
4,"Book quality not bad, colorful & good to use to teach kid on anger."
3,The bubble become watery easier after in put on my hair not sure why i
4,washi tapes received in good condition!! the roll was smaller than expected and doesn’t look very sticky but definitely still worth for the price point
2,Actually not useful.
2,This is how it was packed and delivered.  My neighbourhood store does better than this
1,Spoilt after using one time
3,Cannot fit my piyo piyo bicycle
4,The masks fits my 7 year old child but too small for my 10 year old child. Mask includes 2 filters. Happy with the quality in general.
3,Took way too long just to ship out the item. 
4,Item received in good condition. Fast delivery..my son love it
3,Not sturdy. Couldnt support the weight of two bath towel. 
4,"Colour is different from pic, material is not stretchable and sizing is more to S size but overall it’s a good buy. Worth it and recommend.. Thank you, seller!"
1,"The T-shirt is heavy and a bit narrow at the armpit area. For the price, cannot expect quality like authentic UA product. Disappointed that Seller shipped the wrong model but not willing to refund full amount nor accept a return. Stuck with a T-shirt that nobody wants."
2,"Thank you seller , bought from flash deals is worth it , but came with one of the bottles leaked out badly . Hope can take note next time . Thank you . "
5,Great product! Much cheaper than buying locally. Took 2 weeks to arrive!
3,Small cutting. Upsize if your baby is big sized 
5,Super fast delivery.Thank you seller.
4,Delivery took some time to arrive. Item was packed nicely and the quality is good for the price paid 
4,Receive in gd condition. Overall is ok.
1,case doesnt fit and doesnt even close on its own
4,"Hood gets in the way of the effect. Shipping took awhile but understandable in today's times. Material, color and fitting is good though, for L size."
5,Impressed with the delivery. Came within 24hrs. 
4,Items well recieved! 
4,"Material and quality are good. Reusable. Wash over with body shampoo, not soak as will spoil its adhesive. Suitable for cup B and below. "
1,My white shorts came with a black spot that can’t be washed off. 😡
3,The avocado dangles is heavy
4,Bought coz I'm a manu fan. Ggmu! Nice mask. But seller service not so good. 
3,"2nd time ordering (batch 1) and both times, Hokkien ones no dried shrimps... meat this time round for both Hokkien n Salted Egg are very little, too much of rice n kinda blend.. kinda disappointing 😕 "
1,Thin material 
4,Strap looks good. But the size is too big. Do not cater to smaller wrist. Seems like it is M L size. Will need to punch holes to after to my size. 
4,I ordered 4 items in different colors. Overall look of bralettes are nice. Though 1 of the item has hole damage. 
3,Boxes are dented.
4,Quality so so but the price is ok
3,It’s good.
2,"Cheaper than retail. Ordered on 17 April received item only on 1 May (longer than my overseas orders). Encountered collection problem like other buyers during this period, contacted seller but never reply. Thanks ninja van personnel for the delivery. "
1,"Low quality fake item that is being sold here. Learnt my lesson, JBL can never be so cheap. "
5,very safe package. 
5,Highly recommended. Prompt delivery. 
3,Fast delivery but items received are different in colours from photos. 
5,Received the goods in excellent condition. Nicely packed.
3,"Quality of clothes good for it's price and delivery is pretty fast .
However , seller has terrible customer service ."
3,"Item took awhile to come and is not made of really good material, still acceptable for short term usage "
2,"Not the same colour i recive,wanted it in black"
2,the colour didnt turn out like picture. it just transparent plus glitter.. 
2,"Grab cheaper then grab car , 😞😞😞,I will buy grab next time ......🙁"
2,Material of the mask is thin and not stretchable. Not worth the amount paid. Can get a better quality mask with this selling price. 
4,"The deal was good, staff all good service, redemption was smooth. Everything good, but feel that hygiene level can be improved more"
3,4xl like 3xl.. 
4,Does not really fit the sofa nicely like the pictures... but still gets the job done to cover the sofa
2,"Most of them came damaged in some form or another. since it's meant to be stuck into a wall, the bent edges and backings make them useless. Better packaging should be used!
"
4,"Minor issue but the corners of the books were a little chipped although it came in a thick bubble wrap. I had the illustration book (?) with a couple of cards of the different weapons but was missing the photocards that some other buyers had. Regardless, am pleased with the goods."
4,"Item works well, sound its clear but hope it will last. Service from the seller was very prompt as well. Thank u. "
2,Bought slightly bigger pants in case the cutting is small. Tried a few times and the pants get wet and the pee leaks easily. Material is so-so and does not feel like 6-layers. The thighs holes are also not elastic at all. But first time trying such pants so not sure if it's supposed to be like that 
4,Did not count if there are a 100pc . Looks ok
4,"Though my bra strap is narrower, it still fits in nicely with the 2-hook. "
5,Works on my 3ds. Comes in nice sturdy box 
3,Wrong Color sent. 
2,"Lousy quality. Poor stitching, one side high and another side low. It’s stinks too. Cheap but inferior quality no point "
3,"been using for slightly more than a week, heard it snapped once.. delivery took awhile.. getting it to work was problematic, had to try a few adaptors.. "
2,Got small hole and the adidas wording on the shoe faded.
3,quite comfortable and cooling. 
1,"Sucks
Worst product ever "
3,Yet to put it up... hope tat it’s gd.. waited for quite some time
4,Received in condition. Did not expect to be so small shall give it a try!
5,Material is good no regret. Well pack. Fast Delivery.  Thank you Seller. 
1,Controller faulty. Not center aligned. 
5,Quite fast delivery and value for money! 
2,"Thanks seller, but honestly it doesn't feels like polyester tho, it's quite itchy when I wear it. The material isn't what I expected and it's poorer than the one I bought previously frm other sellers. Please improve the material! "
5,Ty seller.. Gd deal n fast delivery thumb up👍🏼👍🏼
4,Delivery took about a week which is quite fast. However the album came with a dent despite being bubble wrapped 
5,As described. Received with no leaking bottles. Perhaps i'm lucky.
2,Received quite quickly but note that manufacture date seems to be 2018. Almost 2 years have passed. Hope it’s still drinkable. 
1,"Cards were abit scratched up and blur, was missing some cards too. :("
4,"和预期相符，手感很好！（还有小礼物，惊喜丫）还没使用不知粘度好不好。。。
As expected, nice touch! (and small gifts, surprise ya) has not been used do not know viscosity good..."
4,Not bad. Does come with the one pack of silica gel. Some scratches here and there on the box. 
5,Items received in good condition. Seller included a free pen in the package. Definitely will order again once the chairs socks lost their elasticity. 
5,"Received in mailbox 2 weeks, nicely individual packed in pkg 👍🏻 very cheap than buy in shops. "
2,"Item recieve...quality okok.
Bag a bit dirty when I open it... 
Overall OK.   What u pay is what u get..."
3,The puff was torn and the powder leaks from the seams.
1,Shipping was fast. That's the Only good thing I can say.... Bought 2 and it was so difficult to apply that both ended up in my thrash. Don't bother. 
4,The phone is in great condition.. Sadly the description aren't matching with the picture.. No free gift given.. 
3,Didn't expect it to be so thin and does not hold the weight of my hair.. but for the price I guess its okay.. 
3,Some paints chipped at the bottom of the power bank!
4,Carpet is thin and would have felt better to walk on if it was thicker. Otherwise quality is acceptable for the price. Colours are lovely and texture is soft and smooth.
4,Box came dented.. Not presentable as a gift 
4,Delivery was fast. Abit sad that the package was folded in half. Causing a crease on the sticker itself. 
3,"didn't do anything in terms of colouring my unbleached black hair, but smells really good and made my hair soft!"
4,"Cheap, thin and low quality. Best to buy from in store to know how it actually looks and feel."
2,Material is thin. Colour and logo /design is good. 
3,Delivery took like 2 weeks or so ... quality was decent ...
1,no charging light while changing.  So not able to know if it is charged or not.  sound quality also no good. 
4,Items has been received. Thank you seller and delivery man.
4,Receive item as describe but have not try yet. Packaging is well
5,"Very fast shipping, thank you"
1,"I did not receive the pink bracelet that I paid for . Instead, seller sent a dull white bracelet with many scratches on it. Yet seller refused to allow return or refund. Buyer beware!!"
4,"The waistband is a string much preferred if it was a rubberband. Other than that all in order love the material, design and colour."
3,well packaged with the bag! however the bands broke very easily tho
1,material Too thin 
1,damn poor slow shipping and delivery speed. items are too tiny small not for kids more like suit infant baby haiz u guys really 
4,The shirt is supposed to fit S-L but its strecthed up to M only
3,Box containing the masks is crumpled but doesnt affect the masks
5,Item received as described!!!!!!!!!!!!!!!!!!!!!!!!!!!
3,"Bought on behalf of friend. His review - some interferences or sound not clear while outside or driving.

Bought during promotion. Value for dollar."
1,The screen protector does NOT have a paperlike surface. It's just a basic matt and smooth surface.   Very disappointed. 
2,Rubber smell quite strong. But what you pay for is what you get..
1,I did not receive. The agent not helping at all.  Waste my money.  The j & t express delivery did not send me msg on 11 June for out of delivery and they send the msg on 21 June Sunday afternoon. The j & t express delivery had many bad reviews and that time I received item had been open😡 
5,"not bad, quality seems ok. medium thickness"
5,"Order for friend as a gift, didn’t expected it to be delivered Super fast! My friend was very happy and liked the air fryer so much. Thank you so much for your service! Recommended to buy from this seller 👍🏻"
3,There is no nothing or what to peal off like sticker
3,Is it me or is it no longer as tasty and addictive?
3,"Received in good condition (with bubble wrapped envelope) 

Includes carrying case as well. 

However not sure why sometimes the headphones doesn't get detected after awhile. 

Also noticed that the right side earbud sound may not be on equal volume as compared to the left.
"
4,"Item well received in good condition.
and good quality."
1,Sizes all totally wrong. 
5,Great and easy to set up! It’s not super heavy so it’s easy to manage. Good for some extra hanging space 
1,"Not working well , buttons doesn’t work properly "
3,"not as worth it .. can’t really see the difference when put in use. as seen from photos , the item arrived in that condition however the product is not damaged "
2,tried them on once and took them off. super painful peeling them off?! izzit just me?! omg
1,"Product not received

Feeling disappointed "
5,Ordered on 13th and received on 19th. Well packaged with minimal yet sufficient wrapping. Happy to receive my products correctly. Thank you!
5,"item had rly good material, item was packed nicely!! will buy again :-) "
2,"Bad packaging, no instructions. 😕"
4,Good quality n same as shown by the photos. Quite big for my grand son. 
1,order item and delivered item big different 
3,Does not show any difference. Tummy can still be seen......
5,Good material for the price paid and the rudder in it is good 
5,"Good quality products. And very value for money, will recommend "
1,Received a damaged product. Bottle is leaking. Told seller about. No response even after reading my message. Bad bad
3,Handmade quality isn't as i expected. Mediocre work.
4,Order received in good condition. Product nicely wrapped with bubble wrap. Correct products delivered. Sadly no free samples given. 
5,Looks nice but cannot wear bra don't have cups. Panty I like it.
4,Fast delivery and material look pretty decent. Girlfriend doesn’t know how to use it thou. So the thing kept dropping off. 
5,Great addition to the house. A bit ex but I’m Glad I bought it. 
1,"Took more than 1 month to deliver and was not highlighted in the ad. When ask for update, keep saying coming and no expected delivery date was given. Bad experience. I hope not to give any stars but system do not allow"
4,Doesn't look black to me. Got a dark brown one. OK lah.
2,Lousy quality. Not recommended to buy. 
5,Shipping was fast and earpiece is good and cheap. Highly recommended
5,package received early and in good condition.
3,You get what you pay for
2,"Delivery was pretty quick considering the CircuitBreaker. But the item is pretty flimsy and not sturdy. Despite all the adjusting, it still feels like it might fall over easily. One good thing is the holder can pull apart wide enough to accommodate an ipad."
5,Item received in good condition. Delivery took about 15days. 
1,Ordered 4pcs bath towel. Seller delivered 1 piece without the cloth tag & paper tag for yellow piece. Didn't apologise or take responsible on this. Just said his worker forgot to put the paper tag. Then what about cloth tag that was cut off?! No explanation given. Never reply me missing cloth tag.
3,Delivery is slightly slow
1,the colour on the stickers and the tapes were faded.. totally disappointed and unusable 
5,Took very long to receive. But it was nice. Tks seller. Received well package..
2,So so taste
4,"Hi,  received in good condition.  Size seems bigger than listed.  Also,  didn't receive the keychain though seller mentioned that it was sent lol.  

Will order a smaller size next time. "
3, Not really that effective
1,Send me wrong color
2,slow charging after a few use& might not be able to charged sometime
1,not nice ... ridiculously small .
3,"There are NO convenient buttons (2 buttons) on top left shoulder as shown in shop pictures. If baby's head is bigger than current cutting, there gone the shirt where it couldn't be worn anymore. :("
3,"Fast delivery and Receive the item well. However, the wipe provided is dirty. When open got dirty black dots so just throw away. 
And not sure what happen will have a line bubble after paste it to phone nicely. 

Overall, not that bad to purchase with this reasonable price. "
3,"Material is quite soft but the opening of the chest is abit too big for kids 
"
5,Item is true to picture given. Have to tried it yet so unsure if it will last.
2,Not very  good to use the wind not very cold 
1,"Fake! Rubbish do not buy. The current is definitely very less than 2A and power ratings not enough to operate my massager device properly
. "
2,"Received good condition, but the size too small n the size not match with I order"
3,Bought a few things from this seller thinking it was cheap. But came mostly in 'mini' size about the same as my thumb! 
4,"The fabric used for the pink, grey and light blue pieces are soft and cooling but the black one is coarse and prickly on the skin."
4,Really tiny
3,"material a little rough
thanks "
2,"Was expecting a better phone. This note 9 always stuck when I am using the phone. I tried pressing back and home but invalid. Even tried to power off the phone always when stuck but can't do anything, it simply doesn't move. Stuck on the page around 2-3 times a day. CameraPhoto seems dark when focus"
3,The frames are wide and loose for me. Packing is excellent with bubble pack . Bought 2 to check the degree. Price is affordable. Hope they have smaller frames. 
4,"Item came in good condition. Super light, breathable as well. Item is pretty decent for that price. "
2,Too big for normal parrot cages
2,Doesnt fit well w my hairdryer but will make do 
4,Much smaller then I expected but overall ok
5,Item received with good condition! Thx 
3,Hopefully it past will be testing out
2,No box and comes in bubble wrap. Scratch marks on the surface 
3,Material feels thick & absorbant :) 
1,"Received in very good condition
But sensor is not working."
3,"Wrong size given. Ordered 36-37
But received 35. Seller didn’t replace "
1,Received item and fast delivery. Very disappointed that the item are so dirty and some have mark on it. Won’t visit this stall again
1,quality bad like raincoat material. size chart is wrong too
4,"Arrived and installed it, but unfortunately it cracked when I screw the bottom(pic1). But satisfied with the looks and simplicity."
3,Receive soon but disappointed. The front water outlet is not the same show on picture and not the one I want. The left is show from seller and the right is what I received. 
4,Came like this I dk what's this suppose to mean but oh well it's cheap
5,Fast delivery and price is cheap. Will place order again next time 
1,Didn't generate any sales 
4,"Easy to fix on. Some edges doesn’t seem to fully stick on though, need to smooth it out more. "
2,"Quality isn't really good. It doesn't fit well to type C port, weird."
4,Size is great..heats up really well..the plastic looks like of good quality..only complaint is there’s no alert when food is ready. 
4,Wasn’t quite as expected.. kinda cheap but ok
1,It arrived in that condition. Disappointed 
1,Tablet is faulty upon opening and testing. i did not buy faulty product. Still awaiting for refund. Will chase my refund till end of time. Ass Service.
4,Size is a bit small. But cheap and comfortable. 
5,Item received in order and looked original. Great quality
4,Order black but came silver ...
5,Very fast delivery & good quality 
1,GAVE ME THE WRONG PANTS!!! would give 0 stars if i can. The sizing is also very small
3,Item well packed.  Quality reasonable.
3,"Colour not true to pic, looks more tacky and needs a bit of shaving to size down"
3,"Suction is not good..only after a day the holder kept falling.

"
2,Total order 6. Boxes was damage and the 3 of the USB wire not working and one of the speaker spoil 
2,"waited for 3 weeks plus knowing it's a preorder item. Received in well bubble wrapped box but some part of the brush is bend, and scratches found on the holder. feedback to seller but no response. item seems working, quite noisy,  hopefully can last longer."
4,"design is nice same as on the photo but the material of the blouse i think is spandex not cotton.,the shorts runs smaller than the blouse.,take 1 to 2 size up if youll order.over all still good buy"
5,Our 2nd purchase within 1 week. Pie received in perfect condition. Arrived juz in time for tea-break.
1,"not what i expected, shirt not in good quality and print is v hard and fake, would not buy again"
5,so lovely and good quality
4,"Material was not what I expected wasn’t as stretchy and comfortable as I thought. Lucky able to wear, perhaps will be different kind of style if I wear go work."
2,A LITTLE TO SMALL FOR MY NORMAL ADULT MASK.
1,Size L but its so small that is like size xs
5,Material is thin but not see-thru. Good for SG weather. Size accurate. Looks nicer in pic then it actually is. Still not too bad. Can buy.
1,Received a different design. At first seller denied having the design that I received and then seller said shipping cost will be high. It wasn't my mistake in the 1st place. Until now seller did not reply. Shoppee team also did nothing for my replacement request. Now no choice just have to use 
4,Item arrived ok. Fast delivery. Just that was disappointed that other items that came together with this seller was damaged.
3,Quality okay for the price 
5,"Bean paste colour push up 5L bra is comfortable. Will buy a 4L to try out
Blue lacy bra shoulder straps too short for a 5L size bra, better if longer. Strap around chest too short, better if longer for 5L size. Delivered in good packaging. Am happy"
5,"Items received. Quality is good as usual, printing is great, delivery is fast."
1,"The 3M tapes are completely not adhesive any more. Couldn't use any of the clips in this pack. It wasn't stated anywhere by Self-fix that these are damaged goods. The pack is 5 years old, manufactured in 2016. "
2,The material is good... but the sizes are all too smalll.... size m and size 2xl e difference is only but 3cm.... 
4,"Delivery was fast despite the CNY period. However the design and colour of the item is not as what i expected. The red is quite dull though. BUT again, for the price paid its fine. Durability is good too. Thanks seller."
5,Slow delivery probably due to the currently virus. Order on 15 Mar and arrive on 1 Apr. Have yet to use but item’s quality feels not bad! 
5,Will be nice to hang in in your room. I overlook it. Wanted to put it in the car but abit too big. Overall its very nice
5,"Matching leash with matching harness 
Leash have bubbled sponge handle, great for walking bigger dogs "
2,"The items was received promptly. However was disappointed to receive a dent in 1 of the cans. First timer, have yet to try the products. "
1,"Order on 31/1 but only receive it today (20/1)
Claim to be in stock and delivery takes 24 to 48 hrs but I waited more than 2 weeks and item still in pending. 
Texted seller afew times but no reply. Only reply after I request to cancel order. Seller removed my cancel request and send my item. "
5,"Very fast delivery! Ordered 5/7, received 7/7! Good price too. Can enjoy my favourite drink already. Thank you! "
4,Item is exactly what it states 
4,"Item well received & very good quality. 
But not suitable for size C - too small. "
3,Item not original but prices ok .
5,"Fast delivery, no issue"
3,Item received in good condition however please take note that when docking it is very tight and it does make your switch heat up a bit. If you use mainly handheld it's perfect. 
3,Unexpected thin material and flimsy
2,Pant so fake! Not exactly in the picture. Ask for 4xl they give 3xl.. too small! Delivery take times to reach me
5,Thanks seller. It's very cute. Will support you again. Thanks for the free gift.😊
4,Not bad for price
3,Item received in good condition and fast delivery too. Awesome purchase. 🤙🏼🤙🏼🤙🏼🤙🏼🤙🏼🤙🏼
3,"Bought a lot of items but missing 1 item..take 2 days to refund to Shopee pay account..the rest,received in good condition but this pajamas quality so so only"
4,Item came as shown...delivery took awhile but understandable due to CB. 
2,Item does not fit well
5,product is exact to the picture and it fits me well.  Thankyou!
3,"Product was good, no protection for package but delivery time took too long and arrived on the last day of extended time. Will continue to support baseus product."
2,"I think that it comes out fine but the instructions need to be more clear and charging time not indicated, the speed is fine but it doesn’t helped even tho there’s grease . "
5,Fast delivery and quick response from seller thanks!
3,Item take quite long to reach and the shield is too tight for my 4 yr old child.
2,can’t press my home button
4,"Shipping was abit slow as it took close to a week however, items were wrapped nicely. "
2,Not sure why Xiaomi is mentioned in the brand name here. Did not find it on the delivered box. The trimmer was not great. It works but does not cut through well. Disappointed with the purchase. 
2,"Roll is not as thick as hoped for thin, small, individually wrapped, find that to be a waste of plastic... "
5,Good quality. Good buy. 
5,Item came as pictured. Delivery was fast. Product is authentic.
1,"Not worth it. Quite rough and poor quality. 5m is too short but picture seems to show of good quality and long enough. When item received, mehh. Just disappointed. Delivery time took too long. Wont order again. Unsatisfactory. "
5,Have been repeating the purchase for the last 2 months. The fish are very very fresh with no fishy smell and meat are firm. And i also like their Anxin chickens. Fresh and no smell also. Glad to have used QQmart as now i no longer need to carry heavy meats from the market anymore.
1,"Took 18 days to receive so was a long wait and very disappointed with the product. Saw all the good reviews so decided to purchase but the black part of the pendant is not pasted properly, there is a gap which makes it look very cheap. The design would have been nice if not for this defect. "
1,"Controller does not work, cannot even turn on and off"
5,Really powerful fan even when it’s just at level 1! One of the best I’ve had so far! Really worth to get the fan here as this store offers the best price and customer service! Will definitely come back again if we need anything else. Highly recommended! 👍 
3,Unfortunately was tight despite the sizing chart being bigger than my size
1,Defective. I cannot wear it. Can i return it for an exchange or refund?
1,no stick and missing set of wheels
2,Not bad for the price thanks hopefully won’t turn yellow Thanks 😊 
1,12 days to receive item. 
2,Colors received were not what I like
3,too long for me and i’m 168cm
3,Received in good condition but the cap was folded so there’s a part that not really goods
5,fast delivery reliable seller! bought from them many times already! 
4,Received in good condition. Product was protected from breakage during delivery. First time purchase. 
2,well received. tried it on and i dont like it. the top part is not sticky enough. when wearing it there is a weird shape showing. feels alittle uncomfortable as well. 
5,Item came in 2-3 days..looks not bad 
4,seller is responsive and item is delivered on time. thought it comes with the shower head too. it is just the shower hose only. 
3,Packaging loose not bubble wrap or put inbox item received distorted luckily no damage.
5,"Item received as describe, but have not tried it."
2,I  Order 4 come 3 how to give you 5 star where is one more? 😤
5,I am very happy with my purchase and good service with Thank You card by seller. Nice packaging and items packed neatly in a box. Will purchase from you again 🌟🌟🌟🌟🌟
1,Egg do not stay in the rim and still get burn. Have to soak over night to scrub it. 
3,Received in good order after more than 2 weeks
3,embroidery seems weird
